interest_rate,debt_to_income,term,loan_amount,verified_income,application_type,grade,balance,paid_total,paid_interest,paid_principal,paid_late_fees
9.93,25.9,60,26600,Not Verified,individual,B,25200.36,2248.11,848.47,1399.64,0
7.96,6.56,36,20000,Source Verified,individual,A,19009.34,1243.88,253.22,990.66,0
26.77,38.82,60,10000,Not Verified,individual,E,9665.38,1201.09,866.47,334.62,0
6.08,22.52,36,12000,Source Verified,individual,A,10460.98,1833.33,294.31,1539.02,0
12.62,44.56,60,25000,Verified,joint,C,24087.28,1718.23,805.51,912.72,0
14.07,18.98,60,20000,Verified,joint,C,19297.02,1382.67,679.69,702.98,0
10.42,8.89,36,2400,Not Verified,individual,B,2168.69,310.29,78.98,231.31,0
25.81,29.75,60,25000,Not Verified,individual,E,24579.52,1419.73,999.25,420.48,0
6.08,3.51,36,25000,Source Verified,individual,A,22441.46,3037.4,478.86,2558.54,0
9.92,14.29,36,2000,Verified,individual,B,1855.03,191.18,46.21,144.97,0
20.39,22.73,60,18000,Source Verified,individual,D,17647.11,920.84,567.95,352.89,0
7.34,15.72,36,5000,Not Verified,individual,A,4623.95,470.43,94.38,376.05,0
10.9,23.96,36,8400,Source Verified,individual,B,8001.58,544.13,145.71,398.42,0
10.91,4.05,36,11000,Source Verified,individual,B,9677.92,1784.97,462.89,1322.08,0
6.08,10.41,36,34950,Not Verified,individual,A,31373.17,4246.27,669.44,3576.83,0
7.97,22.62,60,25000,Verified,individual,A,23624.3,2015.17,639.47,1375.7,0
7.35,1.78,36,5000,Not Verified,individual,A,4344.1,798.91,143.01,655.9,0
10.41,36.37,36,29100,Not Verified,individual,B,27709.7,1872.35,482.05,1390.3,0
17.09,17.34,60,24000,Verified,individual,D,22683.89,3022.34,1706.23,1316.11,0
15.05,16.66,36,20000,Verified,individual,C,17728.91,3452.28,1181.19,2271.09,0
21.45,3.18,60,35000,Source Verified,individual,D,33643.67,3718.73,2362.4,1356.33,0
7.34,28.74,36,18500,Verified,individual,A,17108.67,1707.24,315.91,1391.33,0
9.43,6.8,36,7000,Not Verified,individual,B,6315.98,892.37,208.35,684.02,0
18.45,20.72,60,14000,Verified,individual,D,13710.39,703.55,413.94,289.61,0
6.71,45.47,36,5000,Source Verified,joint,A,4747.75,305.6,53.35,252.25,0
12.61,15.02,36,6400,Not Verified,individual,C,5953.75,638.87,192.62,446.25,0
7.34,17.49,36,16000,Not Verified,individual,A,14796.68,1483.07,279.75,1203.32,0
19.42,12.14,36,6000,Source Verified,individual,D,5749.75,435.97,185.72,250.25,0
9.44,15.2,36,10000,Source Verified,individual,B,8773.94,1595.01,368.95,1226.06,0
12.62,14.35,36,12000,Source Verified,individual,C,10590.97,1981.25,572.22,1409.03,0
11.99,23.02,60,11500,Not Verified,individual,B,10781.51,1271.14,552.65,718.49,0
15.05,14.34,36,7500,Not Verified,individual,C,6822.92,1034.45,357.37,677.08,0
16.01,8.91,36,6000,Not Verified,individual,C,5601.95,622.27,224.22,398.05,0
7.35,47.61,36,16000,Not Verified,joint,A,14286.98,2083.27,370.25,1713.02,0
7.35,8.79,36,10000,Verified,individual,A,0,10266.0641765936,266.06,10000,0
7.96,35.09,36,30000,Verified,individual,A,27763.61,2792.09,555.7,2236.39,0
17.09,26.87,60,40000,Verified,joint,D,37806.54,4942.22,2748.76,2193.46,0
22.91,36.54,36,40000,Verified,joint,E,35933.38,7707.15,3640.53,4066.62,0
9.43,23,36,16000,Source Verified,individual,B,15224.41,1015.64,240.05,775.59,0
6.08,25.53,36,25000,Not Verified,individual,A,22441.46,3037.4,478.86,2558.54,0
6.07,26.83,36,1500,Source Verified,individual,A,1385.11,139.35,24.46,114.89,0
11.98,17.01,36,4000,Source Verified,individual,B,3718.55,403.79,122.34,281.45,0
9.93,10.08,60,20000,Not Verified,individual,B,18952.04,1686.01,638.05,1047.96,0
20,51.14,36,7500,Verified,joint,D,6869.54,1106.59,476.13,630.46,0
14.07,17.73,60,30000,Source Verified,joint,C,28945.56,2073.97,1019.53,1054.44,0
6.07,3.12,36,26000,Verified,individual,A,24009.11,2357.86,366.97,1990.89,0
12.62,2.54,60,20000,Not Verified,individual,C,18163.86,2841.93,1005.79,1836.14,0
12.62,18.26,36,4000,Not Verified,individual,C,3530.31,663.24,193.55,469.69,0
9.44,41.94,36,5000,Source Verified,joint,B,4511.51,636.64,148.15,488.49,0
6.08,9.72,36,20000,Not Verified,individual,A,17953.16,2423.17,376.33,2046.84,0
9.44,31.67,36,8000,Not Verified,individual,B,7218.41,1015.77,234.18,781.59,0
12.62,12.86,60,25000,Source Verified,individual,C,23462.68,2854.96,1317.64,1537.32,0
18.06,14.4,36,5000,Not Verified,individual,D,4455.51,899.58,355.09,544.49,0
7.35,11.5,36,30000,Source Verified,joint,A,26982.9,3712.27,695.17,3017.1,0
15.04,20.68,60,21000,Verified,individual,C,20280.57,1482.54,763.11,719.43,0
10.42,9.7,60,40000,Source Verified,individual,B,0,40914.6593040362,914.66,40000,0
17.09,20.89,60,15000,Verified,individual,D,14346.63,1479.84,826.47,653.37,0
12.62,16.62,36,24000,Verified,individual,C,21757.45,3200.25,957.7,2242.55,0
11.98,1.44,60,20000,Not Verified,individual,B,19257.57,1320.76,578.33,742.43,0
11.98,32.18,36,22000,Verified,individual,B,20452.02,2162.25,614.27,1547.98,0
10.9,33.97,60,35000,Verified,individual,B,33663.94,2235.36,899.3,1336.06,0
10.9,18.36,36,8000,Verified,individual,B,7428.22,779.78,208,571.78,0
17.09,19.35,36,10000,Verified,individual,D,9347.1,1061.45,408.55,652.9,0
16.01,9.76,36,4600,Source Verified,individual,C,4294.83,481.16,175.99,305.17,0
7.35,28.44,36,15000,Verified,joint,A,13108.5,2315.6,424.1,1891.5,0
5.31,18.72,36,12000,Not Verified,individual,A,11071.21,1080.45,151.66,928.79,0
6.72,21.6,36,4000,Not Verified,individual,A,3491.33,613.51,104.84,508.67,0
14.07,37.14,60,30000,Source Verified,joint,C,28945.56,2050.52,996.08,1054.44,0
6.71,8.9,36,30000,Not Verified,individual,A,27723.52,2744.68,468.2,2276.48,0
9.43,1.44,60,40000,Not Verified,individual,B,37877.64,3333.88,1211.52,2122.36,0
6.72,16.71,36,3500,Not Verified,individual,A,3054.89,543.38,98.27,445.11,0
14.08,18.79,36,6050,Source Verified,individual,C,5354.76,1040.59,330.35,695.24,15
7.35,17.29,36,40000,Verified,individual,A,35977.23,4949.67,926.9,4022.77,0
15.05,20.81,36,10000,Not Verified,joint,C,9097.26,1379.24,476.5,902.74,0
16.02,28.13,36,10500,Verified,individual,C,9323.58,1822.94,646.52,1176.42,0
13.58,29.82,60,37000,Source Verified,individual,C,36126.72,1677.89,804.61,873.28,0
11.99,23.1,36,10000,Source Verified,individual,B,8815.65,1663.13,478.78,1184.35,0
16.02,14.68,60,30925,Source Verified,individual,C,29181.46,3706.8,1963.26,1743.54,0
11.99,22.59,60,17500,Not Verified,individual,B,16629.72,1545.1,674.82,870.28,0
17.47,28.26,60,15000,Not Verified,individual,D,14353.18,1419.78,772.96,646.82,0
9.92,12.92,36,20000,Source Verified,individual,B,19037.5,1278.18,315.68,962.5,0
5.32,3.91,36,8000,Not Verified,individual,A,6963.58,1202.24,165.82,1036.42,0
13.59,19.02,36,6300,Source Verified,individual,C,5866.97,637.45,204.42,433.03,0
9.93,32.87,36,15000,Source Verified,individual,B,13544.48,1913.39,457.87,1455.52,0
21.45,12.63,36,7000,Not Verified,individual,D,6423.88,1090.6,514.48,576.12,0
16.02,19.85,36,8000,Source Verified,individual,C,7103.69,1399.58,503.27,896.31,0
6.72,10.81,36,10000,Not Verified,individual,A,7911.18,2333.77,244.95,2088.82,0
21.45,10.74,60,32000,Verified,individual,D,30759.92,3457.19,2217.11,1240.08,0
11.98,18.25,60,36000,Source Verified,individual,B,33828.12,3198.36,1026.48,2171.88,0
7.96,16.97,36,9600,Source Verified,joint,A,8884.33,885.31,169.64,715.67,0
19.03,31.4,36,15000,Source Verified,joint,D,13721.2,2287.5,1008.7,1278.8,0
9.93,20.84,60,40000,Verified,joint,B,37369.27,4198.42,1567.69,2630.73,0
14.07,34.76,36,10500,Source Verified,joint,C,9783.31,1069.48,352.79,716.69,0
15.04,11.52,60,12000,Not Verified,individual,C,0,12338.069144508,338.07,12000,0
9.44,30.82,60,10200,Not Verified,individual,B,9520.95,1058.95,379.9,679.05,0
20,14.2,36,22000,Verified,individual,D,20150.67,3197.07,1347.74,1849.33,0
11.99,12.41,36,4500,Source Verified,individual,B,4075.74,594.8,170.54,424.26,0
6.07,17.5,36,5600,Not Verified,individual,A,5171.17,509.76,80.93,428.83,0
9.43,9.89,60,17000,Not Verified,individual,B,16326.13,1051.57,377.7,673.87,0
11.99,8.44,36,6000,Source Verified,individual,B,5289.39,970.32,259.71,710.61,0
19.03,22.21,36,15000,Source Verified,individual,D,13086.55,2784.42,870.97,1913.45,0
12.62,14.63,36,9500,Not Verified,individual,C,8197.81,1704.79,402.6,1302.19,0
7.34,4.31,36,21000,Source Verified,joint,A,19420.66,1946.51,367.17,1579.34,0
7.96,24.66,36,15000,Not Verified,individual,A,13881.81,1402.68,284.49,1118.19,0
10.41,27.78,36,12000,Source Verified,individual,B,10843.34,1499.13,342.47,1156.66,0
14.08,4.81,60,11200,Source Verified,individual,C,10536.32,1349.16,685.48,663.68,0
19.42,14.2,36,30000,Verified,individual,D,0,31021.6374488994,1021.64,30000,0
17.09,26.28,36,6600,Verified,individual,D,5871.46,1177.5,448.96,728.54,0
9.93,4.05,36,4000,Source Verified,individual,B,3611.86,513.55,125.41,388.14,0
15.04,12.19,36,25000,Source Verified,individual,C,23317.7,2580.5,898.2,1682.3,0
6.71,12.31,36,19000,Verified,joint,A,17558.24,1745.37,303.61,1441.76,0
20.39,57.17,36,17575,Verified,joint,D,16482.58,1950.04,857.62,1092.42,0
23.88,32.79,60,20000,Verified,joint,E,19084.42,2856.59,1941.01,915.58,0
9.44,5.89,36,1200,Not Verified,individual,B,1082.75,153.01,35.76,117.25,0
19.03,7.72,36,2100,Not Verified,individual,D,1874.42,380.61,155.03,225.58,0
9.44,16.41,36,29000,Source Verified,individual,B,25444.41,4625.54,1069.95,3555.59,0
9.92,16.87,36,25000,Source Verified,individual,B,23796.88,1597.72,394.6,1203.12,0
16.01,39.72,36,16000,Source Verified,individual,C,15297.08,1096.74,393.82,702.92,0
9.93,25.6,36,3000,Source Verified,individual,B,2634.57,476.93,111.5,365.43,0
5.32,7.02,36,25000,Source Verified,individual,A,22414.72,3004.09,418.81,2585.28,0
17.09,26.79,60,13500,Verified,individual,D,12911.96,1331.86,743.82,588.04,0
7.96,50.21,36,25000,Not Verified,joint,A,23136.34,2326.74,463.08,1863.66,0
7.34,13.17,36,5400,Source Verified,individual,A,4993.88,500.54,94.42,406.12,0
9.43,11.48,36,6000,Source Verified,individual,B,5562,572.89,134.89,438,0
10.91,11.36,36,40000,Not Verified,individual,B,36171.45,5207.16,1378.61,3828.55,0
16.02,107.94,36,35000,Not Verified,joint,C,31078.69,6091.95,2170.64,3921.31,0
11.99,7.14,36,5000,Source Verified,individual,B,4407.83,823.59,231.42,592.17,0
7.35,14.08,36,30000,Not Verified,individual,A,26217.04,4661.78,878.82,3782.96,0
23.87,39.54,36,15000,Verified,individual,E,14416.06,1155.05,571.11,583.94,0
7.97,23.65,36,14400,Source Verified,individual,A,12599.19,2248.87,448.06,1800.81,0
14.08,28.78,36,20000,Source Verified,individual,C,17698.3,3406.01,1104.31,2301.7,0
10.9,8.61,36,30000,Source Verified,individual,B,27855.89,2924.08,779.97,2144.11,0
14.07,47.47,36,2500,Verified,joint,C,2329.36,252.68,82.04,170.64,0
9.44,34.54,36,32000,Verified,joint,B,28873.64,4079.86,953.5,3126.36,0
9.92,0.63,36,4000,Not Verified,individual,B,3457.17,663.48,120.65,542.83,0
10.91,16.89,36,8400,Source Verified,individual,B,7390.41,1368.16,358.57,1009.59,0
11.99,22.49,60,12000,Source Verified,individual,B,11250.27,1326.41,576.68,749.73,0
23.88,27.53,60,21000,Source Verified,individual,E,20038.64,2957.63,1996.27,961.36,0
16.02,14.03,36,10000,Source Verified,individual,C,8826.93,1786.1,613.03,1173.07,0
7.35,24.25,60,25000,Not Verified,individual,A,23603.05,1986.47,589.52,1396.95,0
21.85,25.9,36,19000,Source Verified,individual,D,17848.6,2149.39,997.99,1151.4,0
21.45,20.72,36,19450,Source Verified,individual,D,17849.23,2891.22,1290.45,1600.77,0
16.02,13.95,60,16000,Source Verified,individual,C,15283.16,1542.8,825.96,716.84,0
10.91,1.81,36,25200,Source Verified,individual,B,22171.22,4135.03,1106.25,3028.78,0
12.61,21.89,36,20000,Source Verified,individual,C,18605.56,1996.38,601.94,1394.44,0
10.91,27.92,36,1300,Source Verified,individual,B,1143.72,207.43,51.15,156.28,0
17.47,0.63,60,14000,Verified,individual,D,13550.5,1027.29,577.79,449.5,0
9.44,32.77,36,8400,Verified,individual,B,7370.07,1339.84,309.91,1029.93,0
12.62,33.29,60,22000,Verified,joint,C,20647.17,2481.51,1128.68,1352.83,0
14.08,23.02,36,6400,Source Verified,individual,C,0,6615.1850269259,215.19,6400,0
6.08,19.84,36,6000,Not Verified,individual,A,5385.95,728.97,114.92,614.05,0
13.58,19.98,36,9000,Source Verified,individual,C,8589.85,597.96,187.81,410.15,0
9.93,7.36,36,20000,Source Verified,individual,B,17564.07,3201.38,765.45,2435.93,0
11.98,25.08,60,25200,Verified,individual,B,24264.53,1647.39,711.92,935.47,0
7.35,21.48,36,9900,Not Verified,individual,A,8651.59,1532.36,283.95,1248.41,0
7.35,8.04,36,12000,Source Verified,individual,A,10486.83,1850,336.83,1513.17,0
12.62,26.99,36,35000,Verified,individual,C,31729.59,4802.03,1531.62,3270.41,0
11.99,30.08,60,24000,Verified,individual,B,22806.46,2119.01,925.47,1193.54,0
17.09,15.44,60,20000,Source Verified,joint,D,18903.27,2452.12,1355.39,1096.73,0
7.34,0.4,36,7000,Source Verified,individual,A,6473.55,645.98,119.53,526.45,0
21.45,12.31,60,35000,Source Verified,individual,D,33643.67,3781.29,2424.96,1356.33,0
9.43,16.09,60,40000,Verified,joint,B,38947.12,1645.99,593.11,1052.88,0
10.91,36.63,36,4800,Source Verified,joint,B,4456.97,467.94,124.91,343.03,0
12.61,13.33,36,10000,Verified,individual,C,9302.76,991.2,293.96,697.24,0
9.43,1.78,36,12000,Source Verified,joint,B,11124.02,1139.46,263.48,875.98,0
9.92,24.81,36,16000,Not Verified,individual,B,14840.22,1564.68,404.9,1159.78,0
10.9,32.82,36,30000,Source Verified,joint,B,27855.89,2905.92,761.81,2144.11,0
11.98,6.93,36,6000,Source Verified,individual,B,5577.81,601.41,179.22,422.19,0
17.09,9.95,36,12800,Not Verified,joint,D,11387.14,2272.5,859.64,1412.86,0
25.82,46.36,36,16000,Verified,joint,E,14765.45,2515.1,1280.55,1234.55,0
16.01,15.24,36,5000,Source Verified,individual,C,4668.31,518.54,186.85,331.69,0
19.42,22.95,60,15000,Verified,individual,D,14543.17,1161.59,704.76,456.83,0
13.59,46.11,36,34800,Verified,joint,C,31592.59,4677.33,1469.92,3207.41,0
9.44,30.94,36,4500,Source Verified,individual,B,3948.24,714.25,162.49,551.76,0
9.92,9.31,36,40000,Source Verified,joint,B,37100.59,3845.53,946.12,2899.41,0
10.9,18.1,36,6025,Not Verified,individual,B,5739.22,390.29,104.51,285.78,0
9.44,2.76,60,24000,Verified,individual,B,22402.48,2491.58,894.06,1597.52,0
13.58,12.91,60,14000,Not Verified,individual,C,13669.57,634.88,304.45,330.43,0
13.59,14.89,60,12000,Source Verified,individual,C,11427.24,1138.43,565.67,572.76,0
9.43,9.48,60,36000,Verified,individual,B,34573.02,2198.51,771.53,1426.98,0
10.9,13.2,60,16000,Not Verified,individual,B,15389.22,1031.58,420.8,610.78,0
20,39.57,60,15000,Not Verified,individual,D,14395.45,1531.31,926.76,604.55,0
13.59,17.25,60,10000,Source Verified,joint,C,9522.69,914.73,437.42,477.31,0
15.05,11.47,36,7500,Source Verified,individual,C,6648.32,1288.36,436.68,851.68,0
6.08,89.88,36,6000,Source Verified,joint,A,5385.95,726.95,112.9,614.05,0
15.05,20.82,60,25600,Verified,individual,C,24120.18,2994.99,1515.17,1479.82,0
16.01,19.14,60,25025,Verified,individual,C,24189.48,1803.84,968.32,835.52,0
10.9,23.69,60,30000,Verified,joint,B,28854.82,1916.01,770.83,1145.18,0
23.88,27.03,60,13000,Source Verified,individual,E,12404.87,1753.3,1158.17,595.13,0
9.43,8.19,36,40000,Source Verified,individual,B,37080.14,3819.07,899.21,2919.86,0
5.32,12.71,36,30000,Source Verified,individual,A,25558.42,5009.62,568.04,4441.58,0
10.91,6.85,36,8500,Not Verified,individual,B,7355.83,1499.7,355.53,1144.17,0
7.96,14.27,36,15000,Source Verified,individual,A,11852.05,3402.68,254.73,3147.95,0
9.44,25.48,36,10000,Not Verified,joint,B,9023.01,1274.96,297.97,976.99,0
15.05,24.27,60,24000,Source Verified,individual,C,22897.11,2246.23,1143.34,1102.89,0
15.04,31.72,36,15000,Not Verified,individual,C,13990.61,1548.31,538.92,1009.39,0
10.42,9.63,36,3200,Not Verified,individual,B,2812.82,517.6,130.42,387.18,0
5.32,6.57,36,7000,Source Verified,individual,A,6276.1,841.17,117.27,723.9,0
10.42,15.68,60,10000,Not Verified,individual,B,9482.44,852.41,334.85,517.56,0
7.35,21.44,36,10000,Not Verified,individual,A,8739,1547.82,286.82,1261,0
14.08,24.29,36,15000,Source Verified,joint,C,13627.06,1995.4,622.46,1372.94,0
5.31,21.35,36,10000,Not Verified,individual,A,8965.72,1198.54,164.26,1034.28,0
10.9,13.93,60,26100,Not Verified,individual,B,25438.8,1100.75,439.55,661.2,0
16.02,12.62,60,20000,Source Verified,individual,C,19103.93,1928.52,1032.45,896.07,0
10.42,32.9,36,10000,Verified,individual,B,9036.27,1292.81,329.08,963.73,0
11.99,10.75,36,25000,Source Verified,individual,B,0,25355.9855745127,355.99,25000,0
20,13.01,60,35000,Source Verified,individual,D,33221.93,4597.56,2819.49,1778.07,0
13.59,11.02,36,14000,Not Verified,individual,C,12377.87,2367.98,745.85,1622.13,0
17.47,27.07,36,30000,Source Verified,individual,D,29360.13,1047.5,407.63,639.87,0
19.42,27.33,60,15000,Verified,individual,D,14697.9,752.81,450.71,302.1,0
6.72,4.35,36,4000,Source Verified,individual,A,3594.21,490.51,84.72,405.79,0
14.08,9.78,36,10000,Not Verified,individual,C,0,10005.3213333335,5.32,10000,0
12.61,19.65,60,24000,Verified,individual,C,23123.55,1590.27,713.82,876.45,0
5.32,12.71,36,30000,Source Verified,individual,A,26113.44,4508.38,621.82,3886.56,0
11.99,25.01,36,3600,Not Verified,individual,B,3173.61,593,166.61,426.39,0
6.71,22.99,36,16000,Verified,individual,A,14376.63,1955.75,332.38,1623.37,0
10.91,3.46,36,10000,Not Verified,individual,B,9042.83,1301.82,344.65,957.17,0
15.05,13.32,36,10000,Not Verified,individual,C,9097.26,1370.88,468.14,902.74,0
6.07,28.38,36,14500,Source Verified,individual,A,13015.85,1761.43,277.28,1484.15,0
11.98,19.57,60,22400,Source Verified,individual,B,21568.48,1464.33,632.81,831.52,0
9.44,18.56,36,25000,Not Verified,individual,B,22557.51,3187.41,744.92,2442.49,0
6.71,9.3,36,10000,Not Verified,individual,A,9241.17,914.89,156.06,758.83,0
16.01,11.64,36,14000,Source Verified,joint,C,13071.26,1464.36,535.62,928.74,0
7.97,18.13,60,32000,Not Verified,individual,A,30239.13,2565.22,804.35,1760.87,0
13.58,23.96,60,14300,Source Verified,individual,C,13790.85,967.34,458.19,509.15,0
24.84,0.24,36,1400,Source Verified,individual,E,1318.63,162.79,81.42,81.37,0
7.35,21.2,36,38000,Verified,joint,A,34178.34,4725.48,903.82,3821.66,0
10.42,14.29,36,40000,Source Verified,individual,B,36145.13,5171.2,1316.33,3854.87,0
20.39,20.06,60,25000,Verified,individual,D,24258.55,1975.05,1233.6,741.45,0
10.91,28.54,60,14800,Source Verified,joint,B,13850.02,1587.71,637.73,949.98,0
25.82,8.23,60,12000,Verified,individual,E,11587.69,1439.92,1027.61,412.31,0
18.45,15.88,60,16000,Source Verified,joint,D,15499.7,1312.69,812.39,500.3,0
11.98,17.33,60,24000,Verified,individual,B,23109.07,1616.87,725.94,890.93,0
7.97,22.33,36,4500,Source Verified,individual,A,4051.26,561.85,113.11,448.74,0
13.59,26.98,36,6000,Verified,individual,C,5446.97,819.34,266.31,553.03,0
10.42,19.83,36,20000,Source Verified,individual,B,17580.17,3234.92,815.09,2419.83,0
9.44,15.84,36,10600,Not Verified,individual,B,9564.37,1351.48,315.85,1035.63,0
6.08,5.88,36,10000,Not Verified,individual,A,8717.45,1519.57,237.02,1282.55,0
14.07,8.33,36,7000,Verified,individual,C,5516.33,1707.53,223.86,1483.67,0
13.58,25.44,36,3000,Source Verified,individual,C,2093.74,1003.53,97.27,906.26,0
7.97,13.65,36,18000,Not Verified,individual,A,16205.18,2247.27,452.45,1794.82,0
21.85,3.27,60,10000,Not Verified,individual,D,0,10169.943333332,169.94,10000,0
29.69,11.62,36,35000,Source Verified,individual,F,34386.09,1422.14,808.23,613.91,0
7.34,31.18,36,25000,Not Verified,individual,A,23119.84,2307.07,426.91,1880.16,0
7.97,35.8,36,12000,Verified,individual,A,10499.3,1868.77,368.07,1500.7,0
7.35,5.87,60,30000,Source Verified,joint,A,27898.11,2970.55,868.66,2101.89,0
5.32,9.95,36,15000,Source Verified,individual,A,13056.7,2254.22,310.92,1943.3,0
17.47,14.1,60,30000,Source Verified,joint,D,29036.82,2230.42,1267.24,963.18,0
7.34,11.85,36,10000,Source Verified,individual,A,9247.93,926.91,174.84,752.07,0
12.61,23.14,36,20000,Not Verified,individual,C,18605.56,1996.38,601.94,1394.44,0
26.3,22.26,60,28200,Source Verified,individual,E,27243.98,3356.16,2400.14,956.02,0
9.92,33.73,60,25000,Not Verified,joint,B,24021.35,1576.82,598.17,978.65,0
7.96,1.28,36,7000,Verified,joint,A,6648.04,452.87,85.91,351.96,15
16.01,35.75,60,18000,Not Verified,joint,C,17399.01,1281.47,680.48,600.99,0
16.01,18.46,36,19500,Not Verified,individual,C,18643.33,1336.63,479.96,856.67,0
16.01,20.91,36,35000,Verified,individual,C,32678.16,3660.88,1339.04,2321.84,0
12.62,9.33,60,15000,Source Verified,joint,C,14077.59,1697.22,774.81,922.41,0
26.3,15.67,60,15000,Source Verified,individual,E,14751.24,881.64,632.88,248.76,0
6.72,25.13,36,3000,Not Verified,individual,A,2618.5,460.13,78.63,381.5,0
